	Log2FoldChange	Up/Down	Position	Significant
27920	0.7497303442436133	up	chr15:76490996-76498625:+	yes
27933	1.017109961633371	up	chr9:14856285-14916552:-	yes
27943	-4.494487252973908	down	chr3:92554070-92556260:-	yes
27957	-0.6433284127864185	down	chr7:148661139-148679326:+	yes
27964	inf	up	chr8:124978106-124984592:-	yes
27966	-1.5686395262500503	down	chr8:125091915-125097028:+	yes
27968	-0.6210135231094717	down	chr8:125098537-125100807:-	yes
27972	-0.9183331157089986	down	chr15:77218647-77229540:-	yes
27974	0.6956998911399996	up	chr1:182157135-182193569:-	yes
27991	-1.0308547170981641	down	chr11:86902655-86922210:-	yes
27992	-0.6761685620723752	down	chr11:86922736-86938137:+	yes
28003	-0.9318656591156128	down	chr11:51433237-51437216:+	yes
28004	inf	up	chrX:154256367-154258301:+	yes
28006	0.9831826348961308	up	chr11:51456565-51464344:-	yes
28017	-0.7370696842947566	down	chrX:71099117-71141444:-	yes
28026	0.9433498036450478	up	chr11:3230404-3242974:+	yes
28027	-1.1496963209240791	down	chr4:46549809-46615074:-	yes
28068	1.6593801838788116	up	chr14:21302086-21316123:-	yes
28082	-0.7358188081376641	down	chr10:8442017-8605868:-	yes
28088	-0.6258005947980843	down	chr12:76919121-77211913:+	yes
28095	-1.7229528839525903	down	chr1:94912033-94998442:-	yes
28098	-2.3055522713088834	down	chr11:70054959-70068855:-	yes
28130	2.378946275098918	up	chr4:108907090-108927176:+	yes
28135	-0.9673977342895892	down	chr4:109333481-109339794:-	yes
28140	1.0728111564197624	up	chr4:109123703-109157333:-	yes
28205	3.8380759527879715	up	chr9:111967595-112138442:-	yes
28208	-0.6166699359505969	down	chr10:57960718-58038990:+	yes
28226	-0.689879944190093	down	chr1:195128151-195170072:+	yes
28232	0.9867171644281804	up	chr1:193821311-193916440:-	yes
28235	-0.8784214965093956	down	chr12:119042762-119117179:+	yes
28237	-0.6586949789651494	down	chr12:100955741-101121652:-	yes
28244	0.9815628971944542	up	chr14:79688563-79701452:-	yes
28274	0.7931556536980585	up	chr18:5210029-5334437:-	yes
28282	3.2307253799453477	up	chr5:36100529-36227622:+	yes
28298	-0.8090561588462983	down	chr1:55134679-55145087:-	yes
28320	-0.9854843869513208	down	chr11:71855534-71860872:+	yes
28355	1.8078680442959871	up	chr19:11661094-11679339:-	yes
28379	0.6310891887296332	up	chr2:160471624-160548500:+	yes
28384	-1.7989407912547537	down	chr1:136882925-137001853:-	yes
28398	2.6297114712131435	up	chr2:79095583-79173280:+	yes
28404	0.7737039081491547	up	chr6:72907341-72908742:-	yes
28421	-1.5563559630237531	down	chr16:52249109-52454187:-	yes
28442	-1.3132942708898274	down	chr18:74354953-74367472:-	yes
28445	4.392316624580726	up	chr7:109250257-109259662:+	yes
28453	0.8327873285928569	up	chr12:45306884-45311055:-	yes
28491	1.5594360278690085	up	chr19:56986850-57082718:-	yes
28492	-1.3539460879686402	down	chr13:101548605-101556525:-	yes
28498	1.803084873054677	up	chrX:165233031-165742367:+	yes
28510	-1.3073935009139723	down	chr5:8396973-8422716:-	yes
28565	0.9003898150808021	up	chr4:41442637-41450109:-	yes
28567	-1.3410744947242668	down	chr18:66204956-66462393:-	yes
28576	1.1234905051457724	up	chr15:33012884-33524307:+	yes
28598	0.6811609496627241	up	chr18:24867946-25292001:+	yes
28611	-0.6476453901746609	down	chr4:126724338-126738396:-	yes
28612	-2.9288008280390114	down	chr3:105819837-105835813:-	yes
28617	1.2210166419152813	up	chr8:71659345-71664908:-	yes
28624	-1.269358762410175	down	chr4:44313748-44377547:+	yes
28626	0.7312647919927605	up	chr17:37138108-37147580:+	yes
28635	-2.235055468097912	down	chr6:86145420-86225151:+	yes
28637	-0.6665751232554467	down	chr11:102660893-102681014:-	yes
28673	-1.9917853982197549	down	chr13:109004598-109077299:+	yes
28678	0.9551604086856622	up	chr8:73365948-73380907:-	yes
28692	-1.7897732406556992	down	chr5:91568641-91577458:+	yes
28695	1.7338967890091372	up	chr5:91201461-91202407:+	yes
28697	-1.8554094026304493	down	chr5:91188325-91190651:+	yes
28736	1.266140966218895	up	chr7:52781700-52809599:+	yes
28759	0.9026145283507552	up	chr2:53553406-53555881:-	yes
28764	0.959741664266798	up	chr19:4855129-4860912:+	yes
28768	-1.017110387833373	down	chr11:43233752-43239753:-	yes
28778	1.15829738939143	up	chr18:78947119-79306130:-	yes
28782	-0.8601798975533294	down	chr18:67959761-68044822:+	yes
28790	-0.7219094529600895	down	chrX:46048181-46063900:+	yes
28803	-0.5851302720254274	down	chr10:80783848-80788996:+	yes
28804	0.6497421919320646	up	chr11:96711184-96722517:+	yes
28806	-1.6653429152251797	down	chr12:70269801-70279997:+	yes
28822	-1.39916374603531	down	chr6:115311239-115440419:+	yes
28838	-1.0597090302774477	down	chr15:99450927-99482087:-	yes
28845	1.7757886138279455	up	chr15:55470398-55738504:-	yes
28851	-1.2033118893602746	down	chr11:34622692-34647143:-	yes
28875	-0.7838567897006365	down	chr17:23863303-23873696:+	yes
28926	-1.4900661605987418	down	chr14:68701920-68707152:+	yes
28927	-1.6969940936221666	down	chr14:68700647-68742903:-	yes
28976	-0.8081743409273394	down	chr17:33497452-33531586:-	yes
28978	1.1028195933242464	up	chr3:141128528-141497888:+	yes
28985	0.6729058340524762	up	chr1:167259642-167390596:-	yes
28988	3.697182307384208	up	chr1:166726863-166754397:+	yes
28994	-1.107182834240658	down	chr9:21092907-21095653:-	yes
29007	2.4438004883454627	up	chr8:75096002-75111181:+	yes
29046	-1.1321599746835302	down	chr5:116295287-116458956:+	yes
29092	3.435850957806465	up	chr2:69508177-69522287:+	yes
29094	2.406621654468026	up	chrX:90531846-90543696:+	yes
29098	0.9002207950226783	up	chr7:4877446-4896423:+	yes
29112	1.2813566540074974	up	chr12:80062782-80108614:-	yes
29117	4.8200567998307635	up	chr1:136090025-136097808:+	yes
29130	4.664428482753325	up	chr16:6809315-7412572:+	yes
29156	-0.7819376406632093	down	chr5:33977601-33995223:-	yes
29165	inf	up	chrX:80194209-82451480:+	yes
29176	-0.7267607714057485	down	chr14:20959280-21001004:-	yes
29180	0.5937803052931048	up	chr9:106372653-106379280:-	yes
29196	2.117692527933353	up	chrX:22796397-22942208:-	yes
29204	0.7775031669362822	up	chr15:76061604-76073871:-	yes
29213	-0.7233224459759338	down	chr16:46153110-46155190:-	yes
29239	1.1992737259291728	up	chr5:34516536-34530369:-	yes
29241	-1.3872630742212178	down	chr8:73153292-73156355:-	yes
29250	3.1155673483688147	up	chr1:195172540-195196491:-	yes
29272	0.6795977298736311	up	chr7:146027506-146037956:-	yes
29281	-1.3460484022561834	down	chr3:79433001-79436739:+	yes
29344	2.5699513473270144	up	chr15:78310983-78325496:-	yes
29356	-2.0885419773368805	down	chr8:109912125-109927106:-	yes
29360	-1.2048396913250972	down	chr18:32118888-32196615:-	yes
29365	1.056997724532654	up	chr18:32536871-32595390:+	yes
29378	-1.2073632563479784	down	chr5:91946641-92055920:+	yes
29388	0.8830249008120146	up	chr14:99697910-99712624:+	yes
29399	1.4997238583603762	up	chr6:39086622-39156788:-	yes
29401	-1.2190911707391636	down	chr7:31426020-31450013:-	yes
29406	1.4601969866755518	up	chr1:84032868-84360755:-	yes
29429	2.3518591629191485	up	chr11:83339280-83344020:-	yes
29435	2.611728389543788	up	chr14:124059193-124374840:+	yes
29518	1.0508873859639445	up	chr3:127492790-127535053:+	yes
29521	0.6607387150247109	up	chr7:17530031-17532427:+	yes
29540	-0.6880180563904194	down	chr1:55144976-55148151:+	yes
29547	-0.6067758399618607	down	chr6:35127445-35197590:+	yes
29570	-1.1356915573605506	down	chr2:22971126-23011544:-	yes
29607	-3.1621325733650707	down	chr11:95430132-95449049:-	yes
29612	0.8351208637533951	up	chr19:47253310-47333930:+	yes
29628	0.9424099236918024	up	chr15:33613631-33617638:-	yes
29671	0.6811086509276728	up	chr15:10911511-10926379:+	yes
29675	2.187690809432278	up	chr15:30102348-30959066:+	yes
29676	0.5916033249750048	up	chr9:103904874-103946060:+	yes
29679	-1.049877043577912	down	chr9:103207545-103252762:+	yes
29695	-0.8853709585507482	down	chr17:80623781-80627837:+	yes
29705	-4.683889202054235	down	chr5:26359386-26366046:-	yes
29757	1.8714022857365689	up	chr19:23377099-23522812:-	yes
29759	0.9769084782496426	up	chr5:111308822-111718800:+	yes
29769	0.8416049051858003	up	chr17:26852595-26913580:+	yes
29771	1.7065957408362449	up	chr15:78389599-78403213:-	yes
29777	-1.4058256246382634	down	chrX:99337055-99352430:-	yes
29781	1.598610622963318	up	chr1:121312042-121318825:-	yes
29783	-1.0638292454952747	down	chr3:144485587-144512321:-	yes
29808	2.261307544948789	up	chr1:135806881-135817991:-	yes
29813	0.9797671347884954	up	chr7:16502557-16507751:-	yes
29815	-1.4142253201924635	down	chr14:68294388-68333898:-	yes
29830	1.422006377560176	up	chr7:95426595-95459398:+	yes
29859	-0.6427376769584426	down	chr10:127103957-127138105:+	yes
29946	-0.5884378956176949	down	chr17:56301900-56313378:+	yes
29947	3.8350381042620914	up	chr11:99907960-99911865:-	yes
29950	3.969763300760615	up	chr14:60244118-60250495:+	yes
30005	2.2405600394219447	up	chr14:77556623-78121214:+	yes
30006	1.195272975679194	up	chr1:179374792-179380891:+	yes
30042	2.077043022989432	up	chr3:19857054-19909145:+	yes
30050	1.036247637494768	up	chr9:22082669-22094985:-	yes
30067	-0.8910001243454145	down	chr6:82896896-82980177:+	yes
30091	0.7878566461673955	up	chr7:139903765-140005569:-	yes
30098	1.3337390208241149	up	chr19:53966721-54004351:+	yes
30099	1.8656084322252715	up	chr11:94797538-94814356:+	yes
30103	-0.8858603841322407	down	chr16:84774368-84826173:+	yes
30107	1.2459960978831452	up	chr11:94824105-94837641:-	yes
30121	-0.7269015702039159	down	chr9:43921006-43930030:+	yes
30144	4.06842212910463	up	chrX:98644427-98648880:+	yes
30147	-1.4906844751446942	down	chr12:117643573-117664338:-	yes
30216	0.8386129487669708	up	chr13:23444972-23461077:-	yes
30217	-0.6246030556104848	down	chr1:79603451-79668547:-	yes
30236	-0.946033079509849	down	chr6:116123652-116124512:+	yes
30261	2.0437708581978358	up	chr17:57498109-57622952:+	yes
30271	0.8772312203457641	up	chr19:7131258-7272551:+	yes
30289	2.4281483162017863	up	chr7:90733437-90774124:+	yes
30321	-0.6390134397971381	down	chr8:126421023-126473165:-	yes
30327	-2.003053254843067	down	chr3:102273851-102324936:+	yes
30331	3.218573236326041	up	chr17:29272001-29285925:+	yes
30333	5.207693687335246	up	chr11:67611689-67629507:+	yes
30337	-0.8468781029244182	down	chr4:120602742-120624304:-	yes
30342	-0.7070411975306494	down	chr12:40928154-40975091:-	yes
30360	4.482790240734791	up	chr7:89026137-89079359:-	yes
30363	4.378036275955482	up	chr19:24757506-24936345:-	yes
30370	0.7490781306790367	up	chr19:25311465-25508987:+	yes
30373	-2.5308713551943582	down	chr9:78178825-78203595:-	yes
30412	-0.6113493943288685	down	chr10:127994822-128002990:-	yes
30445	-0.7080265768375941	down	chr18:36505273-36562634:+	yes
30466	0.6954616432333497	up	chr7:86880843-86888017:-	yes
30521	0.8268886730065399	up	chr11:62062486-62079955:+	yes
30541	-1.0978827308311003	down	chr19:60831890-60835816:+	yes
30547	2.128479770992012	up	chr2:151736943-151771073:+	yes
30552	-1.1759099249468574	down	chr2:152673700-152721057:+	yes
30572	1.4644553464498211	up	chr10:116714390-116719377:-	yes
30595	-3.0026297957504795	down	chr2:31668810-31701525:-	yes
30603	1.1954223985065813	up	chr4:125824988-125827119:+	yes
30605	2.0444945247906072	up	chr3:94176716-94202198:+	yes
30606	inf	up	chr10:129159639-129160598:-	yes
30628	0.6560151937418024	up	chr7:134130374-134158135:-	yes
30636	2.0406404307474766	up	chr8:107151966-107155221:-	yes
30696	3.6259917872280227	up	chr7:134355122-134357812:+	yes
30703	1.1288476138828192	up	chr11:109793504-109857159:-	yes
30717	-0.9733953896297812	down	chr11:40514890-40546939:-	yes
30726	2.1562533228578675	up	chr11:54117300-54178258:+	yes
30735	1.5438079069554498	up	chr5:33067000-33078842:+	yes
30782	1.788554813458047	up	chr5:107535589-107718648:-	yes
30783	-0.7017849612502327	down	chr17:17539636-17596351:+	yes
30785	-1.2252399880470692	down	chr5:107393341-107413451:+	yes
30788	3.724759913844676	up	chr19:7166504-7180219:-	yes
30877	1.0531136995463029	up	chr2:27043913-27103857:-	yes
30886	2.8338623078291287	up	chr9:121686725-121692937:+	yes
30987	-1.3173715121905214	down	chr17:34012611-34027606:-	yes
30997	0.7679427415313081	up	chr2:155969775-155971533:+	yes
31001	-1.2577798157525557	down	chr10:68799383-68815686:-	yes
31002	-1.353187409767096	down	chr10:126766945-126778645:-	yes
31022	-0.9161602907402012	down	chr15:55388963-55457978:+	yes
31027	0.6968471276613069	up	chr15:57878558-57908096:-	yes
31028	-0.95997809178424	down	chr15:57925602-57966637:-	yes
31033	0.5967536845592997	up	chr15:56497182-56526094:-	yes
31078	0.9466354989667264	up	chr6:124462423-124473458:+	yes
31091	-0.9382304539895068	down	chr10:126954195-126959491:-	yes
31097	3.4842669215788837	up	chr17:35051411-35067381:+	yes
31105	-0.6551920238095096	down	chr5:65653091-65726909:-	yes
31119	2.716146866650884	up	chr5:107760178-107816077:+	yes
31132	-0.7793350216064733	down	chr7:70687365-70689435:+	yes
31144	-1.074563711916857	down	chr4:131887834-131909520:-	yes
31157	0.9308611837625732	up	chr13:49678135-49687978:+	yes
31175	-5.645743797670766	down	chr3:91926126-91927869:-	yes
31191	-1.4121851811878805	down	chr5:114580395-114589332:+	yes
31193	0.8764505733308418	up	chr5:120908195-120922819:-	yes
31195	-0.6484710930268786	down	chr5:120566519-120648394:+	yes
31201	2.690347326756809	up	chr9:98323380-98346970:+	yes
31213	-0.6610089486531486	down	chr17:28536040-28654469:-	yes
31237	-1.3532853740945858	down	chr4:134066914-134079842:+	yes
31241	3.4533180796218086	up	chr11:102130057-102140776:+	yes
31276	-0.7581829140288354	down	chr15:82064209-82075177:-	yes
31297	1.193283950978012	up	chr6:124999707-125013285:+	yes
31299	2.178823582151942	up	chr7:149864561-149885415:-	yes
31320	-1.2014198794024822	down	chr11:53796625-53841592:-	yes
31334	-0.7968097386431935	down	chrX:131071795-131076404:-	yes
31342	-0.9032031840852336	down	chr10:67348851-67375410:-	yes
31345	1.410313098766225	up	chrX:103338543-103355832:+	yes
31346	6.036477034328351	up	chr4:140940525-140954639:-	yes
31364	-1.129106927470667	down	chr16:92058567-92087718:+	yes
31410	-2.1020204230565427	down	chr13:23625775-23626173:+	yes
31475	0.6598308747880264	up	chr4:84387379-84388195:+	yes
31479	1.1106607166816322	up	chr11:4157560-4172517:+	yes
31480	-0.6885629316961883	down	chr6:85537525-85652747:+	yes
31537	-0.8503679284516971	down	chr10:117187680-117229761:-	yes
31542	0.802158482315761	up	chr6:124613045-124654436:+	yes
31548	-1.8436167051929284	down	chr9:78039773-78057155:+	yes
31554	-0.6926924706725031	down	chr9:58722486-58884248:-	yes
31558	-1.3039754493504054	down	chr9:78278333-78291044:-	yes
31595	0.6824709375050202	up	chr15:76077237-76080334:+	yes
31596	0.6455942032765071	up	chr15:76127027-76158445:-	yes
31612	1.824697386446399	up	chr10:116724852-116729924:-	yes
31613	0.9495351989204648	up	chr1:172574663-172612920:+	yes
31636	2.050866018901354	up	chr3:55046448-55342986:+	yes
31637	-2.089963402968355	down	chr3:54559504-54605179:+	yes
31638	inf	up	chr3:54985950-55013879:+	yes
31642	1.5760029302059917	up	chr14:47003195-47010344:-	yes
31653	0.71821410645154	up	chr2:119420033-119433238:+	yes
31664	-0.7775028482082726	down	chr14:99475853-99498989:-	yes
31671	-1.4074450326750818	down	chr4:115766869-115796295:-	yes
31677	-0.8273753725496941	down	chr10:127631513-127647060:+	yes
31683	-0.6201548508987841	down	chr11:120353154-120360501:+	yes
31693	1.0837495488554854	up	chr8:120807633-121848821:+	yes
31715	1.2631248974091531	up	chr13:49600179-49628158:+	yes
31719	0.6480904253802102	up	chr19:53751796-53941570:+	yes
31735	1.3747581695698372	up	chr16:33684552-33771662:+	yes
31753	0.7105644794804498	up	chr10:68672510-68675846:-	yes
31756	2.265673718153641	up	chr11:5701643-5703736:-	yes
31777	1.0030477190391158	up	chr17:34340472-34353266:+	yes
31799	1.7108448473580415	up	chr5:17287508-17394777:-	yes
31805	-2.3755326700723427	down	chr2:152561987-152563146:+	yes
31809	0.6420125145338605	up	chr10:17933482-17954804:-	yes
31837	1.2791723782583926	up	chr4:45197747-45298808:+	yes
31906	0.8598402466603536	up	chr16:17276393-17283322:+	yes
31917	1.0842849338310427	up	chr4:43519838-43526601:+	yes
31918	1.5665998063375928	up	chr4:43527583-43536637:-	yes
31945	0.5994331255813924	up	chr7:108465600-108495140:+	yes
31957	0.8628151586127275	up	chr9:40100818-40338968:-	yes
31966	1.0542360981538703	up	chr1:40281925-40373043:+	yes
31974	-0.818126768996698	down	chr14:34899167-34913757:+	yes
31986	2.0325809012488483	up	chr7:50728277-50745445:-	yes
31994	-0.5990406875982451	down	chr5:124700968-124777981:-	yes
32032	1.7886443830831025	up	chr10:24635014-24647276:-	yes
32035	-2.187080122448835	down	chr10:20844736-20880790:-	yes
32045	1.146144804507706	up	chr17:45692665-45700118:+	yes
32048	1.092236485256948	up	chr17:45722149-45736555:-	yes
32050	-1.1533199765742483	down	chr17:53814111-53828658:-	yes
32060	1.3621120876775878	up	chr6:48783810-48791373:-	yes
32069	4.909793587600391	up	chr13:114453104-114453884:-	yes
32078	-2.186025435306974	down	chr2:31325727-31376192:+	yes
32082	-1.155873734914296	down	chr13:74543844-74544765:+	yes
32088	-0.8992095776500922	down	chr9:86200841-86358557:-	yes
32096	0.8945143545585624	up	chr9:87597635-87626095:-	yes
32111	0.7234420925885191	up	chr14:70564025-70577488:-	yes
32113	-0.9089487255636984	down	chr14:70952019-70973355:+	yes
32120	-1.0186090541714563	down	chr11:101631056-101646685:-	yes
32148	4.18945366681957	up	chr17:45737916-45739051:-	yes
32149	2.5645132306312366	up	chr11:98902558-98915706:+	yes
32158	2.9141512471728435	up	chr4:135315630-135371479:+	yes
32171	-0.6153784107548689	down	chr6:82984167-83002556:+	yes
32173	1.2118630244009658	up	chr10:59809599-59835432:+	yes
32187	2.099709868299924	up	chr9:124036282-124062438:+	yes
32196	-1.0804095798892803	down	chrX:90550106-90877494:-	yes
32197	2.4215174163469357	up	chr5:121346265-121357536:-	yes
32221	-0.7563089703691364	down	chr19:47142238-47157969:+	yes
32225	4.875581143541922	up	chrX:154136842-154190523:+	yes
32255	-0.6361055097553153	down	chr8:26060083-26127394:-	yes
32257	-0.6065478619793034	down	chr12:60114380-60129455:+	yes
32292	0.9645703936307728	up	chr18:13845522-14131242:-	yes
32315	1.5483928088258094	up	chr11:114751355-114765968:+	yes
32334	1.934400459950647	up	chr14:70477252-70479964:+	yes
32338	-0.9653568042643672	down	chr3:137527451-137529886:+	yes
32355	-0.7372582658618766	down	chr14:56736456-56739468:-	yes
32356	-0.7678703535419752	down	chr14:56701003-56704053:-	yes
32376	3.41381738620506	up	chr12:104559352-104594211:-	yes
32420	-0.7550456929376741	down	chr7:107230621-107270075:-	yes
32424	-0.6058964675332664	down	chr7:133526368-133540251:-	yes
32430	-0.93651404616909	down	chr7:107375904-107427378:+	yes
32487	-0.7580757124434409	down	chr2:165898589-165981163:-	yes
32489	1.4774100598725404	up	chr5:102910410-103326955:+	yes
32502	-0.7436523593032446	down	chr11:77845782-77851368:+	yes
32509	-1.3329386479937542	down	chr3:131748256-131843257:+	yes
32511	3.8860611372963705	up	chr7:135147503-135154907:+	yes
32516	1.23944844612062	up	chr11:69609570-69615359:-	yes
32564	1.3918533630813965	up	chr15:102537210-102552609:-	yes
32573	-1.1490529543242607	down	chr19:37450893-37496349:+	yes
32580	2.621896955711078	up	chr7:88674741-88674867:+	yes
32598	inf	up	chr7:31836700-31840675:-	yes
32656	0.7130257541947679	up	chr4:128607477-128639686:-	yes
32664	2.1026356450483186	up	chr5:17080099-17236086:+	yes
32688	1.5130111103557042	up	chr2:118354493-118375423:-	yes
32693	-1.2964591602468951	down	chr8:74092826-74110607:+	yes
32720	-0.640074484949154	down	chr5:140484643-140797506:-	yes
32733	0.6784483558974236	up	chr19:44368166-44381354:+	yes
32774	3.388778444391216	up	chrX:99442720-99447520:-	yes
32793	1.660677166699712	up	chr18:37663926-37667476:+	yes
32799	0.6065857619667891	up	chr5:96499352-96593190:-	yes
32846	1.6493004854794333	up	chr13:56710920-56740923:+	yes
32858	-0.9847830833101204	down	chr9:122860199-122927843:+	yes
32889	-1.1688637558691195	down	chr2:132074898-132079050:-	yes
32921	-0.8777070215702146	down	chr2:130509849-130523255:-	yes
32933	-0.8807927256071837	down	chr3:79259893-79371718:-	yes
32954	3.0156236304882564	up	chr2:166924294-166927326:-	yes
32967	-0.8065858875053289	down	chr7:87599879-87680005:-	yes
32976	-1.1577803231198407	down	chr14:75132104-75150572:+	yes
32980	0.9752430465729052	up	chr14:61252838-61383393:+	yes
32985	1.3768997225074875	up	chr14:75530908-75630649:+	yes
32987	0.8316019700090116	up	chr16:96422077-96450540:+	yes
33044	-3.5290418110505546	down	chr4:62088574-62096286:-	yes
33055	0.7252596645421362	up	chr3:95057596-95085998:-	yes
33070	1.7886606155564482	up	chr18:37656651-37663781:+	yes
33098	-0.7512260017180141	down	chr15:97614786-97623123:+	yes
33101	0.810960279624846	up	chr2:163161978-163223729:-	yes
33115	1.980001079189209	up	chr9:66006030-66120049:+	yes
33141	0.91550288936362	up	chr7:104480837-104498723:+	yes
33144	1.0632074455052458	up	chr13:32792696-32875823:-	yes
33159	-1.1067162904801893	down	chr2:104561941-104583035:-	yes
33160	-1.1448918491525997	down	chr2:104670898-104690033:-	yes
33216	-0.7137785100803123	down	chr19:5366813-5371511:+	yes
33227	2.026938431510958	up	chr2:27020753-27038720:+	yes
33229	-0.8496505279550398	down	chr1:133424480-133436449:+	yes
33251	-1.0698039345612422	down	chr3:159158397-159192919:+	yes
33274	-0.6333159330579688	down	chrX:102275095-102312429:+	yes
33289	-0.7100483001796469	down	chr9:14589098-14641567:+	yes
33302	0.7016159881433087	up	chr9:13424434-13513832:+	yes
33317	-0.8086515953991593	down	chr9:44142798-44144154:+	yes
33356	-0.6367234689846227	down	chr18:77996306-78006519:-	yes
33360	1.0035642351831384	up	chr7:4469907-4475831:-	yes
33363	-1.232607425862683	down	chr11:11687434-11708965:-	yes
33387	-0.7106559502904489	down	chr8:106875211-106876739:-	yes
33391	1.1701061490622722	up	chr15:78353776-78360055:-	yes
33398	1.3933392623030716	up	chr1:173769828-173820849:+	yes
33424	1.7951195846288326	up	chr18:9707646-9877993:+	yes
33427	0.6399852029252259	up	chr15:84500050-84534103:+	yes
33430	-0.6692424583211839	down	chrX:48470446-48559709:-	yes
33446	1.2250526731685507	up	chr14:55525564-55531969:-	yes
33478	3.1164837212958227	up	chr4:151402023-151412677:-	yes
33507	-0.7862756523334257	down	chr8:87823531-87832177:+	yes
33514	0.6711551007874601	up	chrX:109424943-109486364:+	yes
33542	2.11917150039437	up	chr2:23176766-23257493:+	yes
33551	-4.097363274433654	down	chr11:100048095-100054560:-	yes
33553	-0.6736498868622289	down	chr14:120877666-120906416:+	yes
33555	1.1385622673799054	up	chr11:12136611-12364963:-	yes
33566	-0.6029919250360323	down	chr17:36047324-36053334:-	yes
33573	1.8086609877364144	up	chr11:114843588-114851236:-	yes
33582	2.063840116230768	up	chr6:83958584-84161054:+	yes
33600	-1.0798243267449177	down	chr16:22918455-22939839:+	yes
33601	-1.1680176501187796	down	chr8:119412585-119445355:-	yes
33651	0.6643420092381831	up	chr7:108570212-108661340:+	yes
33659	2.607925021304049	up	chr18:37501356-37504861:+	yes
33679	1.7416232815443415	up	chrNT_166409:407681-409549:+	yes
33686	2.022394630097732	up	chr10:58276107-58601664:+	yes
33687	-1.169954539916596	down	chr16:10835152-10886327:+	yes
33737	-1.081737128005053	down	chr3:36463788-36471072:-	yes
33765	-0.6444599987356777	down	chr14:31825620-31832275:-	yes
33769	0.9154969300956382	up	chr17:25885559-25891272:-	yes
33777	2.376891674810329	up	chr6:97188522-97202774:-	yes
33808	0.5947417420036037	up	chr1:65205190-65233053:-	yes
33848	1.0148830363722707	up	chr1:195098355-195099382:-	yes
33891	1.6986944878155834	up	chr11:82764851-82776443:+	yes
33898	-0.6293532275605591	down	chrX:70884758-70888853:+	yes
33899	-1.6424476275222502	down	chr14:57654445-57676867:-	yes
33914	0.6208968122872555	up	chr15:74499513-74503000:-	yes
33923	-0.6222495442784329	down	chr2:68048502-68310325:-	yes
33927	2.1551261766771077	up	chr4:140566333-140571899:+	yes
33931	0.9344097292984264	up	chr9:72827531-72833183:-	yes
33935	-1.1627122394836862	down	chr9:36516067-36534650:-	yes
33945	1.029657953186437	up	chr9:36629524-36686509:+	yes
33946	1.7846692127160966	up	chr18:61557467-61557579:+	yes
33958	0.7516108165344164	up	chr2:128688717-128722770:+	yes
33968	0.6471356565765781	up	chr1:121441610-121545577:-	yes
33974	-1.0665127416172833	down	chr2:72314216-72324950:+	yes
34002	0.9814966673189454	up	chr2:84574215-84578812:+	yes
34022	0.9407845309411575	up	chr9:23027520-23289646:+	yes
34046	-0.8941645507418082	down	chr9:88736636-88753691:-	yes
34068	2.8433695670339625	up	chr10:106708899-106862199:+	yes
34076	inf	up	chr5:116888729-116915496:+	yes
34080	3.262886967266682	up	chr9:66356266-66362400:-	yes
34082	-3.5317773118608145	down	chr14:88864554-88871203:-	yes
34135	-0.9429901579966008	down	chrX:33868348-33902336:+	yes
34138	0.7652209493820816	up	chr5:31419085-31440003:+	yes
34181	-1.2268018203159587	down	chr11:69367594-69373707:-	yes
34182	-1.0868048784474853	down	chr2:129093946-129122948:-	yes
34214	-1.1207011556715722	down	chr13:99456190-99464789:-	yes
34234	-1.3029866503383871	down	chr11:82793131-82805332:-	yes
34243	-1.2519955179426432	down	chr11:101350078-101413269:-	yes
34251	-0.7562184792901461	down	chr3:14641727-14663002:+	yes
34252	-0.8208431918889691	down	chr2:9778705-9811661:-	yes
34263	1.8593133551697731	up	chr18:61807470-61807557:-	yes
34287	1.1113520445178589	up	chr4:40150806-40186861:-	yes
34290	1.776022854819288	up	chr2:76847960-77008693:-	yes
34291	-0.6943232753399601	down	chr7:19725566-19734545:-	yes
34294	0.6871162071758952	up	chr7:19842278-19857166:-	yes
34296	1.0302818294521798	up	chr7:19868011-19881513:+	yes
34307	-1.2203514618186515	down	chr13:64234330-64254510:-	yes
34314	1.8979076220214752	up	chr11:69413238-69419444:-	yes
34327	-0.8982875474827894	down	chrX:160508637-160514425:-	yes
34335	-1.184087887223897	down	chr1:191464478-191511965:-	yes
34340	0.8223731023471479	up	chr19:3986661-3990007:+	yes
34341	-0.7855111898071825	down	chr8:113265729-113329824:-	yes
34346	-1.3101826743183669	down	chr8:119445640-119465403:+	yes
34349	3.7732817475692952	up	chr1:136078753-136086758:+	yes
34367	1.5783258610161617	up	chr7:4916862-4922770:-	yes
34381	0.8664612929172124	up	chr15:103284256-103329240:+	yes
34401	1.3401300667548062	up	chr15:10882087-10909905:+	yes
34415	0.6630184192614426	up	chr3:40650892-40742060:+	yes
34475	-1.3224917325034982	down	chr11:79902902-79949296:+	yes
34486	-1.1365416118117475	down	chr14:48007454-48038082:-	yes
34547	2.5011391177851263	up	chr13:48631381-48631483:-	yes
34566	-1.397922181944322	down	chr13:53562250-53568443:-	yes
34601	3.3910396308189665	up	chr7:52939784-52949924:+	yes
34610	-1.1473729237449668	down	chr15:102046426-102062366:-	yes
34622	0.8448584085992017	up	chr7:54306010-54310146:+	yes
34629	1.7383654557931092	up	chr15:79826330-79845238:-	yes
